study,subject_nr,amount_pair,delay_pair,amount_similarity,delay_similarity,itc_control_choice,itc_amount_social_info,itc_delay_social_info,amount_delay_social_info,itc_social_choice,miss_score,median_miss_score,suggestibility_level,sns_score,sns_level,overall_bnt_score,age,ethnicity,gender,control_social,amount_delay,similarity_judgment,task_social_info,social_info
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_36_42,delay_similarity,0,delay_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_41_47,amount_similarity,0,amount_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_41_47,amount_similarity,0,delay_social_info,NA
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_s_42_48,delay_similarity,0,amount_social_info,1
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_s_42_48,delay_similarity,0,delay_social_info,1
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_42_48,amount_similarity,0,amount_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_42_48,amount_similarity,0,delay_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_47_53,amount_similarity,0,amount_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_47_53,amount_similarity,0,delay_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_47_53,delay_similarity,0,amount_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_47_53,delay_similarity,0,delay_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_48_55,amount_similarity,0,amount_social_info,2
3,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,Low,4.375,High,0.25,19,Caucasian/White,Male,social_d_48_55,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_4_8,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_4_8,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_4_8,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_4_8,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_5_12,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_5_12,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_6_12,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_6_12,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_6_12,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_6_12,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_7_12,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_7_12,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_7_12,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_7_12,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_10_15,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_10_15,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_10_15,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_10_15,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_11_18,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_11_18,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_12_18,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_12_18,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_13_18,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_13_18,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_13_18,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_13_18,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_16_21,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_16_21,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_16_21,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_16_21,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_17_23,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_17_23,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_18_24,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_18_24,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_19_24,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_19_24,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_19_24,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_19_24,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_22_27,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_22_27,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_22_27,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_22_27,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_23_30,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_23_30,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_24_30,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_24_30,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_24_30,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_24_30,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_25_30,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_25_30,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_25_30,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_25_30,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_29_35,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_29_35,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_29_35,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_29_35,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_30_37,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_30_37,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_30_37,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_30_37,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_35_42,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_35_42,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_36_42,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_36_42,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_36_42,delay_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_36_42,delay_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_41_47,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_41_47,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_42_48,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_42_48,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_42_48,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_42_48,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_47_53,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_47_53,amount_similarity,0,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_47_53,delay_similarity,1,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_47_53,delay_similarity,1,delay_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_48_55,amount_similarity,0,amount_social_info,0
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,control_NA_48_55,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_4_8,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_4_8,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_4_8,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_4_8,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_5_12,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_5_12,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_6_12,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_6_12,amount_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_6_12,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_6_12,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_7_12,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_7_12,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_7_12,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_7_12,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_10_15,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_10_15,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_10_15,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_10_15,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_11_18,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_11_18,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_12_18,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_12_18,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_13_18,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_13_18,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_13_18,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_13_18,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_16_21,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_16_21,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_16_21,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_16_21,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_17_23,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_17_23,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_18_24,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_18_24,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_19_24,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_19_24,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_19_24,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_19_24,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_22_27,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_22_27,amount_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_22_27,delay_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_22_27,delay_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_23_30,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_23_30,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_24_30,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_24_30,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_24_30,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_24_30,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_25_30,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_25_30,amount_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_25_30,delay_similarity,1,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_25_30,delay_similarity,1,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_29_35,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_29_35,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_29_35,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_29_35,amount_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_30_37,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_30_37,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_30_37,amount_similarity,0,amount_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_30_37,amount_similarity,0,delay_social_info,2
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_35_42,amount_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_35_42,amount_similarity,0,delay_social_info,NA
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_36_42,delay_similarity,0,amount_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_s_36_42,delay_similarity,0,delay_social_info,1
3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,High,3.625,Low,0.25,20,Caucasian/White,Male,social_d_36_42,amount_similarity,0,amount_social_info,2
